page,type,url,normalized,reason
sravnenie-listogibov-i-gilotin.html,a,#,,Anchor # not found in page
sravnenie-listogibov-i-gilotin.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
sravnenie-listogibov-i-gilotin.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
sravnenie-listogibov-i-gilotin.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
sravnenie-listogibov-i-gilotin.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
sravnenie-listogibov-i-gilotin.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
sravnenie-listogibov-i-gilotin.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
sravnenie-trubogibov-i-profilgebiv.html,img,https://mc.yandex.ru/watch/104014471,https://mc.yandex.ru/watch/104014471,"('Connection aborted.', ConnectionAbortedError(10053, 'Программа на вашем хост-компьютере разорвала установленное подключение', None, 10053, None))"
sravnenie-trubogibov-i-profilgebiv.html,link,favicon.ico?v=2,favicon.ico?v=2,File not found: C:\Projects\24stanki\favicon.ico?v=2
sravnenie-trubogibov-i-profilgebiv.html,a,#,,Anchor # not found in page
sravnenie-trubogibov-i-profilgebiv.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
sravnenie-trubogibov-i-profilgebiv.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
sravnenie-trubogibov-i-profilgebiv.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
sravnenie-trubogibov-i-profilgebiv.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
sravnenie-trubogibov-i-profilgebiv.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
sravnenie-trubogibov-i-profilgebiv.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
top-10-luchshih-markov-stankov-2025.html,img,https://mc.yandex.ru/watch/104014471,https://mc.yandex.ru/watch/104014471,"('Connection aborted.', ConnectionAbortedError(10053, 'Программа на вашем хост-компьютере разорвала установленное подключение', None, 10053, None))"
top-10-luchshih-markov-stankov-2025.html,link,favicon.ico?v=2,favicon.ico?v=2,File not found: C:\Projects\24stanki\favicon.ico?v=2
top-10-luchshih-markov-stankov-2025.html,a,#,,Anchor # not found in page
top-10-luchshih-markov-stankov-2025.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
top-10-luchshih-markov-stankov-2025.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
top-10-luchshih-markov-stankov-2025.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
top-10-luchshih-markov-stankov-2025.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
top-10-luchshih-markov-stankov-2025.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
top-10-luchshih-markov-stankov-2025.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
uslugi.html,img,https://mc.yandex.ru/watch/104014471,https://mc.yandex.ru/watch/104014471,"('Connection aborted.', ConnectionAbortedError(10053, 'Программа на вашем хост-компьютере разорвала установленное подключение', None, 10053, None))"
uslugi.html,link,favicon.ico?v=2,favicon.ico?v=2,File not found: C:\Projects\24stanki\favicon.ico?v=2
uslugi.html,a,#,,Anchor # not found in page
uslugi.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
uslugi.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
uslugi.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
uslugi.html,a,index.html#portfolio,index.html#portfolio,File not found: C:\Projects\24stanki\index.html#portfolio
uslugi.html,a,index.html#reviews,index.html#reviews,File not found: C:\Projects\24stanki\index.html#reviews
uslugi.html,a,index.html#contacts,index.html#contacts,File not found: C:\Projects\24stanki\index.html#contacts
yandex_32e5528f50fd0785.html,script,https://gc.kis.v2.scr.kaspersky-labs.com/FD126C42-EBFA-4E12-B309-BB3FDD723AC1/main.js?attr=Yh8MFU6TB7Hs4T8Y8iqtivBz9TJ6nxwhbPNUmH2AU1qfqSfYr5gAePC3-YdJFjUzEXHQmlaHVz6iiyMsTWKliTcReaPJwJF8kRhhuuIc34l1zWr4-HLEWxOtGZw_Vbwh,https://gc.kis.v2.scr.kaspersky-labs.com/FD126C42-EBFA-4E12-B309-BB3FDD723AC1/main.js?attr=Yh8MFU6TB7Hs4T8Y8iqtivBz9TJ6nxwhbPNUmH2AU1qfqSfYr5gAePC3-YdJFjUzEXHQmlaHVz6iiyMsTWKliTcReaPJwJF8kRhhuuIc34l1zWr4-HLEWxOtGZw_Vbwh,"HTTPSConnectionPool(host='gc.kis.v2.scr.kaspersky-labs.com', port=443): Read timed out. (read timeout=10)"
